transaction_id,customer_id,amount,currency,transaction_type,channel,merchant_category,device_id,ip_address,location_country,location_city,time,account_age_days,num_prev_transactions_24h,avg_transaction_amount_7d,device_change_rate_30d,is_foreign,is_blacklisted_merchant,fraud_label
TXN_09881,CUST_0316,-362.62,NGN,withdrawal,POS,transport,DEV_03030,197.210.144.53,UK,Accra,2025-10-02 07:34:56,1252,4,5778.143411896427,0.22,1,0,1
TXN_08221,CUST_1952,13756.09,NGN,withdrawal,mobile,clothing,DEV_02903,197.210.36.117,USA,London,2025-10-02 07:36:12,667,2,1000.0,0.2,1,0,1
TXN_04478,CUST_1336,5285.49,NGN,withdrawal,web,airtime,DEV_04320,197.210.192.245,Nigeria,Lagos,2025-10-02 07:38:42,1116,3,3632.9208515087444,0.61,0,0,0
TXN_00449,CUST_0330,1688.02,NGN,withdrawal,web,luxury,DEV_01592,197.210.58.92,Ghana,Accra,2025-10-02 07:41:00,587,6,7814.46002276727,0.09,1,0,1
TXN_03837,CUST_1932,18013.23,NGN,withdrawal,web,clothing,DEV_03445,197.210.233.4,USA,Abuja,2025-10-02 07:46:24,547,3,8577.96436867279,0.15,1,0,0
TXN_00576,CUST_0901,-229.1,NGN,purchase,ATM,food,DEV_01364,197.210.216.150,USA,Accra,2025-10-02 07:46:32,1219,5,7870.733032405624,0.28,1,0,1
TXN_09325,CUST_0794,511.94,NGN,transfer,mobile,betting,DEV_02901,197.210.203.0,Ghana,Lagos,2025-10-02 07:55:19,550,2,6066.639383420665,0.3,1,0,1
TXN_04495,CUST_1320,635.5,NGN,transfer,ATM,groceries,DEV_00650,197.210.216.133,USA,London,2025-10-02 07:55:53,1002,0,5768.462221180813,0.45,1,0,1
TXN_00700,CUST_0631,11845.83,NGN,withdrawal,POS,betting,DEV_03654,197.210.182.47,Nigeria,Port Harcourt,2025-10-02 08:03:33,1362,3,3799.548539778858,0.58,0,0,0
TXN_03006,CUST_1995,14190.31,NGN,transfer,mobile,transport,DEV_04899,197.210.136.174,Ghana,Abuja,2025-10-02 08:05:03,100,4,6256.745742124635,0.3,1,0,0
TXN_07830,CUST_1279,114.82,NGN,transfer,web,electronics,DEV_00077,197.210.94.113,Nigeria,London,2025-10-02 08:06:51,1242,7,3909.949865604318,0.43,0,0,0
TXN_02516,CUST_1418,931.89,NGN,transfer,web,betting,DEV_02807,197.210.213.67,USA,Abuja,2025-10-02 08:19:38,1148,8,3321.422049982771,0.25,1,0,1
TXN_07137,CUST_0785,2754.73,NGN,withdrawal,ATM,transport,DEV_00939,197.210.229.59,UK,Lagos,2025-10-02 08:26:05,1088,1,5410.465980226921,0.08,1,0,0
TXN_03208,CUST_0205,1614.57,NGN,transfer,web,clothing,DEV_01272,197.210.231.167,USA,London,2025-10-02 08:26:23,517,4,2981.1991239329363,0.02,1,0,1
TXN_09896,CUST_1489,5965.88,NGN,purchase,mobile,food,DEV_00731,197.210.208.77,Nigeria,Abuja,2025-10-02 08:27:53,184,4,2532.0650174619955,0.62,0,0,0
TXN_05908,CUST_1095,-173.2,NGN,withdrawal,POS,airtime,DEV_01855,197.210.143.130,USA,Port Harcourt,2025-10-02 08:28:41,806,1,5702.550930983179,0.06,1,0,1
TXN_03332,CUST_0885,2451.84,NGN,withdrawal,mobile,groceries,DEV_02792,197.210.55.88,USA,Lagos,2025-10-02 08:30:56,1101,5,1000.0,0.25,1,0,1
TXN_08115,CUST_0891,19856.31,NGN,withdrawal,ATM,food,DEV_04310,197.210.75.75,UK,Port Harcourt,2025-10-02 08:39:36,148,2,3943.0633790225147,0.2,1,0,1
TXN_09524,CUST_1941,8847.41,NGN,withdrawal,ATM,betting,DEV_03179,197.210.195.76,Ghana,Port Harcourt,2025-10-02 08:52:41,1160,7,1337.611301930463,0.42,1,0,1
TXN_06533,CUST_0596,-1136.12,NGN,transfer,ATM,clothing,DEV_03796,197.210.232.56,Nigeria,Accra,2025-10-02 08:55:26,1335,4,1935.1362162195596,0.08,0,0,0
TXN_01190,CUST_1983,3489.46,NGN,withdrawal,mobile,betting,DEV_04242,197.210.159.204,UK,Accra,2025-10-02 08:59:59,984,4,6573.4236190560105,0.11,1,0,1
TXN_01428,CUST_1071,-853.59,NGN,withdrawal,mobile,clothing,DEV_01977,197.210.253.221,Nigeria,London,2025-10-02 09:00:08,476,7,4332.533477556479,0.29,0,0,0
TXN_01198,CUST_1206,3070.59,NGN,purchase,web,electronics,DEV_00123,197.210.127.29,Nigeria,Lagos,2025-10-02 09:00:13,420,4,6709.8893021122985,0.27,0,0,0
TXN_04848,CUST_1289,2261.21,NGN,withdrawal,mobile,electronics,DEV_04633,197.210.81.133,Nigeria,Port Harcourt,2025-10-02 09:01:20,554,3,3724.6940740797586,0.27,0,0,0
TXN_01657,CUST_1161,7497.62,NGN,transfer,ATM,betting,DEV_01331,197.210.246.33,UK,Port Harcourt,2025-10-02 09:08:54,834,6,2873.1162674764873,0.37,1,0,0
TXN_00027,CUST_1472,3171.41,NGN,transfer,web,luxury,DEV_01784,197.210.29.31,USA,Port Harcourt,2025-10-02 09:18:04,1418,4,5538.635308505077,0.32,1,0,1
TXN_05939,CUST_0660,5142.63,NGN,withdrawal,POS,transport,DEV_00834,197.210.249.235,UK,Abuja,2025-10-02 09:20:37,419,2,2979.661832406229,0.23,1,0,1
TXN_00957,CUST_0690,629.13,NGN,purchase,ATM,betting,DEV_02960,197.210.204.193,UK,Accra,2025-10-02 09:20:44,97,3,3077.369216464764,0.33,1,0,1
TXN_06888,CUST_1344,328.56,NGN,purchase,web,transport,DEV_02560,197.210.67.5,Nigeria,London,2025-10-02 09:22:57,1353,1,7933.788733361173,0.57,0,0,0
TXN_07301,CUST_1932,2157.09,NGN,withdrawal,POS,airtime,DEV_04683,197.210.123.29,USA,Accra,2025-10-02 09:30:14,529,3,7197.564044101024,0.57,1,0,1
TXN_09488,CUST_1210,18720.16,NGN,purchase,POS,luxury,DEV_01569,197.210.134.208,Nigeria,London,2025-10-02 09:34:14,1173,7,3923.7353919754523,0.05,0,0,0
TXN_09541,CUST_1780,755.03,NGN,transfer,POS,airtime,DEV_01169,197.210.85.36,Ghana,London,2025-10-02 09:36:30,960,6,1302.6393004504466,0.43,1,0,1
TXN_06776,CUST_0202,5846.24,NGN,purchase,mobile,groceries,DEV_04458,197.210.189.152,UK,Lagos,2025-10-02 09:36:40,1243,5,4951.202599080094,0.28,1,0,0
TXN_03072,CUST_1620,9375.15,NGN,transfer,POS,clothing,DEV_02917,197.210.208.23,USA,London,2025-10-02 09:40:00,1095,7,6460.635600259074,0.13,1,0,1
TXN_01771,CUST_0581,3595.57,NGN,transfer,POS,betting,DEV_03210,197.210.188.177,Nigeria,Abuja,2025-10-02 09:45:19,829,5,6343.923329132451,0.12,0,0,0
TXN_00589,CUST_1761,6500.67,NGN,withdrawal,ATM,transport,DEV_04298,197.210.107.107,UK,Accra,2025-10-02 09:53:41,1215,5,5547.826257958022,0.01,1,0,1
TXN_03352,CUST_0752,1012.55,NGN,purchase,mobile,food,DEV_00848,197.210.28.241,Ghana,Port Harcourt,2025-10-02 09:54:46,1161,6,3898.0615062463303,0.53,1,0,1
TXN_02339,CUST_0637,2310.8,NGN,transfer,mobile,food,DEV_01166,197.210.51.197,USA,Lagos,2025-10-02 10:03:07,1026,3,6108.091141679507,0.2,1,1,1
TXN_05343,CUST_0056,4042.4,NGN,transfer,web,transport,DEV_04028,197.210.206.17,Nigeria,Port Harcourt,2025-10-02 10:03:53,1057,2,4745.188071474883,0.19,0,0,0
TXN_00342,CUST_0659,1746.17,NGN,transfer,ATM,electronics,DEV_02613,197.210.112.15,USA,Port Harcourt,2025-10-02 10:07:54,878,4,3747.369447633986,0.75,1,0,0
TXN_00025,CUST_1985,14928.22,NGN,transfer,web,transport,DEV_03979,197.210.246.109,Nigeria,London,2025-10-02 10:09:27,308,4,7779.132677229929,0.37,0,0,0
TXN_07966,CUST_0967,1120.49,NGN,withdrawal,mobile,betting,DEV_02707,197.210.230.41,Nigeria,London,2025-10-02 10:09:38,353,3,4803.801379100263,0.12,0,0,0
TXN_07051,CUST_0836,-427.62,NGN,purchase,ATM,transport,DEV_03187,197.210.191.137,Nigeria,Accra,2025-10-02 10:10:00,408,4,7387.6971847580235,0.69,0,1,0
TXN_00971,CUST_0656,8927.24,NGN,purchase,mobile,food,DEV_01768,197.210.253.149,UK,London,2025-10-02 10:15:38,178,5,5867.341064756237,0.32,1,0,1
TXN_05274,CUST_0614,3017.98,NGN,withdrawal,web,luxury,DEV_04979,197.210.252.106,UK,Abuja,2025-10-02 10:15:57,739,4,2752.817334710298,0.53,1,0,0
TXN_06040,CUST_1309,-125.25,NGN,transfer,mobile,electronics,DEV_00126,197.210.46.116,Nigeria,Abuja,2025-10-02 10:21:31,751,2,8048.592451329214,0.08,0,0,0
TXN_07648,CUST_1022,5077.17,NGN,transfer,mobile,betting,DEV_03706,197.210.71.157,Ghana,London,2025-10-02 10:24:25,1439,2,6365.298876369337,0.12,1,0,1
TXN_04174,CUST_1725,2358.7,NGN,transfer,POS,airtime,DEV_04577,197.210.69.17,USA,Abuja,2025-10-02 10:24:50,75,9,3472.8266581601565,0.27,1,0,1
TXN_05536,CUST_0108,3513.8,NGN,purchase,ATM,electronics,DEV_01180,197.210.238.224,UK,London,2025-10-02 10:25:32,1296,8,5911.305047059278,0.16,1,0,1
TXN_09632,CUST_1656,9303.94,NGN,transfer,POS,food,DEV_02552,197.210.197.249,USA,Port Harcourt,2025-10-02 10:32:23,546,4,3019.845254751659,0.2,1,0,1
TXN_04035,CUST_0626,2720.98,NGN,purchase,web,food,DEV_01114,197.210.165.97,USA,Abuja,2025-10-02 10:33:20,1124,4,2259.5300644859553,0.29,1,0,1
TXN_02578,CUST_1989,6706.47,NGN,transfer,POS,betting,DEV_03236,197.210.61.25,Nigeria,Accra,2025-10-02 10:34:34,343,3,8125.36990114187,0.16,0,0,0
TXN_03784,CUST_1555,8297.14,NGN,purchase,mobile,groceries,DEV_03058,197.210.242.87,UK,Accra,2025-10-02 10:41:13,190,2,6094.356287872413,0.34,1,1,1
TXN_00347,CUST_0979,17775.65,NGN,withdrawal,ATM,betting,DEV_01069,197.210.174.90,Nigeria,Port Harcourt,2025-10-02 10:41:37,117,3,4416.482735482926,0.21,0,0,0
TXN_08586,CUST_0567,9194.08,NGN,transfer,POS,food,DEV_02579,197.210.5.244,Ghana,Lagos,2025-10-02 10:41:58,1492,7,7171.1970309699,0.13,1,0,1
TXN_07280,CUST_1990,178.12,NGN,transfer,ATM,luxury,DEV_00879,197.210.84.82,Nigeria,Port Harcourt,2025-10-02 10:43:04,941,3,5371.182678074082,0.07,0,0,0
TXN_00327,CUST_0003,8369.48,NGN,transfer,ATM,betting,DEV_04341,197.210.121.214,USA,London,2025-10-02 10:53:29,506,1,3780.1984742561554,0.5,1,0,0
TXN_02980,CUST_0881,2212.59,NGN,transfer,mobile,luxury,DEV_03821,197.210.14.40,Nigeria,Lagos,2025-10-02 10:54:42,1333,5,4263.886098698071,0.46,0,0,0
TXN_09921,CUST_1109,-1302.72,NGN,transfer,ATM,clothing,DEV_01073,197.210.163.201,USA,Abuja,2025-10-02 11:01:52,823,3,5115.296702513574,0.19,1,0,1
TXN_07977,CUST_0803,6330.01,NGN,withdrawal,POS,clothing,DEV_00197,197.210.215.11,Ghana,Port Harcourt,2025-10-02 11:02:37,1192,1,1000.0,0.12,1,0,0
TXN_07928,CUST_0930,2000.14,NGN,transfer,mobile,groceries,DEV_02384,197.210.122.233,Nigeria,Lagos,2025-10-02 11:02:50,685,1,4362.994435729507,0.26,0,0,0
TXN_04453,CUST_0300,4347.86,NGN,transfer,mobile,clothing,DEV_00354,197.210.212.64,USA,Lagos,2025-10-02 11:09:13,1349,4,6472.340688389949,0.29,1,0,1
TXN_03437,CUST_0158,4962.94,NGN,purchase,mobile,food,DEV_00254,197.210.96.194,Nigeria,Abuja,2025-10-02 11:12:04,76,5,1000.0,0.16,0,0,0
TXN_06354,CUST_0587,4961.04,NGN,withdrawal,POS,food,DEV_02898,197.210.73.41,USA,Lagos,2025-10-02 11:13:30,195,10,6218.919006951685,0.46,1,1,1
TXN_02011,CUST_1620,19670.32,NGN,purchase,POS,betting,DEV_02764,197.210.77.215,UK,Accra,2025-10-02 11:13:46,240,2,3793.926807177667,0.38,1,0,1
TXN_04795,CUST_0877,1138.21,NGN,withdrawal,ATM,food,DEV_01783,197.210.194.9,Ghana,Accra,2025-10-02 11:14:11,949,2,6484.3306824131905,0.32,1,0,1
TXN_04555,CUST_1240,2496.91,NGN,purchase,ATM,transport,DEV_01103,197.210.161.227,Ghana,London,2025-10-02 11:15:17,1435,7,2309.848585316134,0.2,1,0,1
TXN_03108,CUST_0789,236.72,NGN,withdrawal,mobile,food,DEV_03308,197.210.234.237,UK,London,2025-10-02 11:19:33,1059,4,6678.644711427908,0.16,1,0,1
TXN_00870,CUST_0684,1582.89,NGN,withdrawal,mobile,food,DEV_00784,197.210.228.63,Ghana,Lagos,2025-10-02 11:21:09,564,7,4691.271854452234,0.45,1,0,1
TXN_06234,CUST_0396,-1405.4,NGN,transfer,ATM,clothing,DEV_02249,197.210.91.158,USA,London,2025-10-02 11:23:33,291,4,3974.010205892051,0.41,1,0,1
TXN_01029,CUST_1908,3507.8,NGN,withdrawal,web,luxury,DEV_01057,197.210.148.23,Nigeria,Accra,2025-10-02 11:24:52,1182,3,8214.8386941627,0.37,0,0,0
TXN_00125,CUST_1216,922.04,NGN,withdrawal,POS,betting,DEV_00356,197.210.154.234,Nigeria,Lagos,2025-10-02 11:26:00,1273,4,4243.091896307081,0.21,0,0,0
TXN_01457,CUST_0465,2076.59,NGN,purchase,mobile,food,DEV_00771,197.210.131.10,UK,Accra,2025-10-02 11:28:38,1095,7,2701.3908452196765,0.52,1,0,1
TXN_01971,CUST_0302,679.78,NGN,withdrawal,ATM,transport,DEV_04653,197.210.217.79,USA,Accra,2025-10-02 11:29:20,140,2,5572.940172867037,0.28,1,0,0
TXN_08643,CUST_1543,4668.68,NGN,withdrawal,mobile,luxury,DEV_01096,197.210.233.39,Nigeria,Lagos,2025-10-02 11:33:23,762,7,4566.541936677819,0.38,0,0,0
TXN_02034,CUST_1841,1502.84,NGN,purchase,web,groceries,DEV_03764,197.210.130.94,USA,Accra,2025-10-02 11:37:17,35,3,5536.923799733464,0.31,1,0,1
TXN_09818,CUST_1324,41964.05,NGN,purchase,ATM,clothing,DEV_00715,197.210.246.18,UK,Abuja,2025-10-02 11:37:28,595,8,4300.042051648812,0.19,1,0,1
TXN_04530,CUST_0570,6916.98,NGN,withdrawal,web,groceries,DEV_00785,197.210.114.106,USA,London,2025-10-02 11:39:05,884,2,7928.4052273242605,0.04,1,0,1
TXN_01732,CUST_1511,3118.72,NGN,transfer,web,betting,DEV_01620,197.210.67.151,Nigeria,London,2025-10-02 11:41:43,594,3,3859.238704800192,0.26,0,0,0
TXN_04993,CUST_0783,359.81,NGN,purchase,ATM,groceries,DEV_00313,197.210.194.24,UK,London,2025-10-02 11:42:49,285,4,6673.890798368807,0.4,1,0,1
TXN_08081,CUST_1171,5231.09,NGN,purchase,ATM,groceries,DEV_03809,197.210.82.7,UK,London,2025-10-02 11:51:58,1299,4,5384.781808615639,0.14,1,0,1
TXN_01521,CUST_0514,122.57,NGN,withdrawal,web,electronics,DEV_02062,197.210.144.82,UK,Lagos,2025-10-02 11:53:45,124,2,5965.330052082613,0.12,1,0,1
TXN_09679,CUST_0590,8529.64,NGN,transfer,POS,electronics,DEV_01574,197.210.172.210,USA,London,2025-10-02 11:55:19,1275,2,3668.5960734618056,0.44,1,0,1
TXN_00335,CUST_1751,1468.36,NGN,transfer,web,food,DEV_00835,197.210.71.62,USA,Lagos,2025-10-02 11:55:29,1478,3,2821.300006829001,0.51,1,0,1
TXN_03777,CUST_1538,18238.96,NGN,withdrawal,web,luxury,DEV_01877,197.210.141.197,USA,London,2025-10-02 12:09:06,1157,4,5856.764922280772,0.25,1,0,1
TXN_07602,CUST_1948,6529.82,NGN,withdrawal,mobile,luxury,DEV_03819,197.210.144.132,UK,Lagos,2025-10-02 12:10:08,887,5,2877.946700580479,0.42,1,0,1
TXN_09218,CUST_0214,1079.82,NGN,withdrawal,mobile,food,DEV_04648,197.210.48.70,Ghana,Abuja,2025-10-02 12:11:24,213,3,3706.984727064948,0.31,1,0,0
TXN_09523,CUST_0626,14500.67,NGN,purchase,web,groceries,DEV_03298,197.210.0.217,Ghana,Abuja,2025-10-02 12:19:23,566,6,7281.952464381529,0.11,1,0,1
TXN_06378,CUST_0447,6012.82,NGN,withdrawal,web,luxury,DEV_03958,197.210.239.221,USA,Abuja,2025-10-02 12:20:53,177,4,4292.2179944325735,0.23,1,0,1
TXN_04494,CUST_0650,7490.68,NGN,purchase,POS,airtime,DEV_02251,197.210.74.64,UK,Abuja,2025-10-02 12:22:40,834,0,5701.172000783541,0.15,1,0,1
TXN_07698,CUST_0614,17012.91,NGN,transfer,web,airtime,DEV_04463,197.210.6.49,UK,London,2025-10-02 12:24:49,1132,2,4743.927133136915,0.3,1,1,1
TXN_05049,CUST_1484,5851.68,NGN,transfer,mobile,electronics,DEV_03722,197.210.36.31,Ghana,Accra,2025-10-02 12:25:16,628,6,2541.1011327313554,0.41,1,0,1
TXN_01797,CUST_1706,1147.79,NGN,transfer,POS,electronics,DEV_00054,197.210.222.200,Ghana,London,2025-10-02 12:28:12,382,1,6722.9903886136135,0.19,1,0,1
TXN_00691,CUST_1109,12418.73,NGN,purchase,POS,transport,DEV_03637,197.210.10.149,Ghana,Abuja,2025-10-02 12:40:14,1369,3,7068.720196029119,0.52,1,0,1
TXN_09222,CUST_0546,866.12,NGN,transfer,ATM,luxury,DEV_03746,197.210.230.74,Nigeria,Abuja,2025-10-02 12:40:56,329,3,1000.0,0.49,0,0,0
TXN_09244,CUST_1818,6622.57,NGN,withdrawal,ATM,groceries,DEV_03322,197.210.183.152,UK,Accra,2025-10-02 12:41:21,1041,4,7428.732332989217,0.14,1,0,1
TXN_04607,CUST_0455,502.9,NGN,transfer,ATM,groceries,DEV_04772,197.210.107.189,UK,Abuja,2025-10-02 12:45:30,834,4,4033.6976986255663,0.06,1,0,1
TXN_00444,CUST_0924,2622.74,NGN,purchase,POS,electronics,DEV_03191,197.210.60.3,USA,Accra,2025-10-02 12:50:18,1334,1,5285.818775276347,0.52,1,0,1
TXN_01861,CUST_1495,9651.74,NGN,transfer,POS,airtime,DEV_03601,197.210.61.240,Nigeria,Abuja,2025-10-02 12:53:15,430,3,3088.134758189779,0.31,0,0,0
TXN_07026,CUST_0135,5397.09,NGN,withdrawal,web,transport,DEV_00799,197.210.40.66,UK,Port Harcourt,2025-10-02 12:55:08,1117,3,8756.81830081973,0.09,1,0,1
TXN_06949,CUST_0065,7753.5,NGN,withdrawal,ATM,food,DEV_01424,197.210.119.185,UK,Accra,2025-10-02 12:55:53,177,5,3305.6525611810152,0.22,1,0,1
TXN_04738,CUST_0914,1577.31,NGN,withdrawal,mobile,betting,DEV_02448,197.210.253.168,Ghana,London,2025-10-02 13:02:01,195,4,7139.206756374092,0.61,1,0,1
TXN_06273,CUST_0064,-174.46,NGN,purchase,POS,transport,DEV_01610,197.210.20.113,UK,Accra,2025-10-02 13:02:24,444,3,1159.8371236701005,0.47,1,0,1
TXN_09380,CUST_0315,7083.4,NGN,transfer,ATM,food,DEV_02012,197.210.189.59,UK,Accra,2025-10-02 13:06:33,1317,1,5198.660002721063,0.36,1,1,1
TXN_02840,CUST_0035,7725.75,NGN,transfer,web,groceries,DEV_00833,197.210.76.174,Ghana,Lagos,2025-10-02 13:10:14,516,2,7959.5639325728025,0.37,1,0,1
TXN_06966,CUST_0062,5351.33,NGN,withdrawal,POS,airtime,DEV_00441,197.210.58.185,Ghana,Accra,2025-10-02 13:11:24,859,7,5900.306997876518,0.27,1,0,1
TXN_09104,CUST_0588,2145.41,NGN,transfer,POS,electronics,DEV_03750,197.210.225.64,UK,Lagos,2025-10-02 13:14:54,1338,2,1412.3434598045433,0.48,1,0,1
TXN_02774,CUST_0928,2179.89,NGN,transfer,web,food,DEV_01279,197.210.28.138,Ghana,Port Harcourt,2025-10-02 13:18:03,254,8,5248.9367641731105,0.21,1,0,1
TXN_09633,CUST_1730,9087.01,NGN,transfer,POS,luxury,DEV_01774,197.210.162.194,Nigeria,Abuja,2025-10-02 13:18:58,852,4,2762.907806446212,0.32,0,0,0
TXN_05808,CUST_1777,7884.54,NGN,transfer,web,betting,DEV_02799,197.210.127.173,UK,Abuja,2025-10-02 13:19:15,1441,3,6376.693066504124,0.4,1,0,1
TXN_07514,CUST_1074,3470.71,NGN,transfer,POS,transport,DEV_03111,197.210.250.48,Nigeria,Port Harcourt,2025-10-02 13:20:55,1226,5,4325.489347929824,0.16,0,0,0
TXN_01753,CUST_0426,2045.08,NGN,withdrawal,POS,food,DEV_02909,197.210.8.94,Ghana,Abuja,2025-10-02 13:34:56,57,2,6077.677407074192,0.41,1,0,1
TXN_09533,CUST_0502,4719.1,NGN,withdrawal,ATM,food,DEV_04266,197.210.246.100,USA,Accra,2025-10-02 13:39:35,1364,6,4560.539711670305,0.24,1,0,1
TXN_05724,CUST_1663,5331.01,NGN,withdrawal,POS,airtime,DEV_02194,197.210.160.8,USA,Port Harcourt,2025-10-02 13:44:47,1143,4,1244.5919440028588,0.27,1,0,1
TXN_03958,CUST_1318,1137.03,NGN,purchase,POS,clothing,DEV_02812,197.210.131.225,Ghana,London,2025-10-02 13:47:25,639,4,4975.219192565637,0.31,1,0,1
TXN_01893,CUST_1262,5449.58,NGN,purchase,POS,food,DEV_03020,197.210.216.157,UK,Accra,2025-10-02 13:47:48,1122,3,5748.752703992283,0.15,1,0,1
TXN_06546,CUST_1956,15470.04,NGN,withdrawal,POS,food,DEV_00504,197.210.45.106,Ghana,London,2025-10-02 14:02:47,364,6,4280.218987108345,0.09,1,0,1
TXN_05396,CUST_1958,9027.64,NGN,transfer,mobile,clothing,DEV_03494,197.210.103.150,UK,Abuja,2025-10-02 14:07:14,455,2,1388.218828031258,0.62,1,0,1
TXN_09247,CUST_1063,12298.76,NGN,purchase,web,luxury,DEV_04758,197.210.30.4,Ghana,Accra,2025-10-02 14:08:20,445,2,7944.89900308182,0.26,1,0,1
TXN_04883,CUST_1041,2499.43,NGN,purchase,web,luxury,DEV_03295,197.210.94.87,Nigeria,London,2025-10-02 14:12:57,864,6,4756.112317458579,0.48,0,0,0
TXN_03825,CUST_0089,2881.83,NGN,transfer,ATM,electronics,DEV_00171,197.210.150.202,USA,Lagos,2025-10-02 14:14:08,475,9,2445.8863709959696,0.19,1,0,1
TXN_05078,CUST_0674,10017.21,NGN,transfer,web,food,DEV_00331,197.210.218.171,USA,Lagos,2025-10-02 14:15:23,374,6,5659.871108653549,0.41,1,0,1
TXN_03156,CUST_1770,3805.93,NGN,withdrawal,mobile,electronics,DEV_00409,197.210.146.4,USA,Accra,2025-10-02 14:20:25,298,3,4017.547859777301,0.11,1,0,1
TXN_02300,CUST_1978,2359.33,NGN,purchase,ATM,transport,DEV_01536,197.210.75.4,USA,Abuja,2025-10-02 14:24:00,1000,2,4740.111650002908,0.18,1,0,0
TXN_06038,CUST_0014,5897.17,NGN,transfer,ATM,airtime,DEV_00437,197.210.251.112,Ghana,London,2025-10-02 14:28:34,42,3,8014.536459003331,0.11,1,0,1
TXN_08389,CUST_0028,10001.46,NGN,withdrawal,POS,luxury,DEV_04631,197.210.226.31,Nigeria,London,2025-10-02 14:28:35,127,6,7370.201083528882,0.57,0,0,0
TXN_00572,CUST_0464,2749.24,NGN,transfer,POS,luxury,DEV_03384,197.210.113.103,Nigeria,Abuja,2025-10-02 14:31:37,447,4,2243.251055358624,0.2,0,0,0
TXN_00009,CUST_0553,3081.41,NGN,transfer,ATM,betting,DEV_00263,197.210.161.205,Ghana,Port Harcourt,2025-10-02 14:33:27,1166,3,5522.110544359779,0.29,1,0,1
TXN_01121,CUST_0653,8507.32,NGN,transfer,ATM,food,DEV_04649,197.210.164.119,Nigeria,Accra,2025-10-02 14:35:05,947,3,3243.5421606831915,0.31,0,0,0
TXN_09449,CUST_0092,1629.77,NGN,withdrawal,POS,electronics,DEV_04344,197.210.231.19,Ghana,Port Harcourt,2025-10-02 14:35:24,1072,8,5361.980357747852,0.29,1,0,1
TXN_06561,CUST_0019,5584.51,NGN,withdrawal,mobile,betting,DEV_04181,197.210.118.26,UK,Lagos,2025-10-02 14:38:28,1180,4,4940.123495533003,0.32,1,0,1
TXN_09667,CUST_0831,8303.82,NGN,withdrawal,web,transport,DEV_04531,197.210.6.167,USA,London,2025-10-02 14:43:01,1409,6,1305.049923159071,0.08,1,0,1
TXN_02101,CUST_1820,6069.31,NGN,purchase,web,electronics,DEV_03192,197.210.124.245,UK,Abuja,2025-10-02 14:50:15,1311,4,2974.050808360085,0.34,1,0,0
TXN_07349,CUST_0616,1993.51,NGN,withdrawal,ATM,airtime,DEV_02259,197.210.213.151,Nigeria,Lagos,2025-10-02 14:52:43,936,3,5488.682340924308,0.6,0,0,0
TXN_02924,CUST_1592,3553.74,NGN,purchase,mobile,luxury,DEV_00572,197.210.94.165,UK,Accra,2025-10-02 14:53:44,1173,3,7200.760457130491,0.07,1,0,0
TXN_03137,CUST_0302,8969.61,NGN,transfer,mobile,food,DEV_02957,197.210.152.187,Ghana,Port Harcourt,2025-10-02 14:55:38,510,5,5446.177646816385,0.39,1,0,1
TXN_02752,CUST_1985,4564.95,NGN,purchase,POS,electronics,DEV_02823,197.210.90.241,USA,London,2025-10-02 14:58:12,488,7,4773.7000261495305,0.26,1,0,1
TXN_08549,CUST_0314,9916.64,NGN,purchase,ATM,electronics,DEV_01166,197.210.204.254,Ghana,Abuja,2025-10-02 14:58:22,261,3,6921.856287072628,0.35,1,0,0
TXN_04281,CUST_0989,5818.69,NGN,transfer,ATM,betting,DEV_03889,197.210.128.171,USA,Abuja,2025-10-02 14:58:55,670,5,6412.4638476743185,0.17,1,0,1
TXN_04258,CUST_0842,5827.23,NGN,purchase,ATM,food,DEV_03001,197.210.236.124,USA,London,2025-10-02 14:59:15,896,3,7144.449462596316,0.52,1,0,1
TXN_00279,CUST_1607,-124.91,NGN,purchase,POS,food,DEV_00800,197.210.224.231,Ghana,Port Harcourt,2025-10-02 15:07:54,445,0,4885.806778327893,0.39,1,0,1
TXN_02988,CUST_1394,1477.69,NGN,transfer,POS,airtime,DEV_00550,197.210.129.28,Ghana,Port Harcourt,2025-10-02 15:09:57,827,7,1275.2583516291274,0.38,1,0,1
TXN_02399,CUST_1961,2226.58,NGN,transfer,web,airtime,DEV_00054,197.210.85.125,Ghana,Port Harcourt,2025-10-02 15:10:03,100,3,5527.199721169959,0.48,1,0,1
TXN_09448,CUST_0985,1860.48,NGN,purchase,mobile,luxury,DEV_04736,197.210.81.246,UK,Lagos,2025-10-02 15:10:18,334,4,3228.38602506008,0.5,1,0,1
TXN_03743,CUST_1242,15979.63,NGN,transfer,POS,groceries,DEV_04830,197.210.142.1,Ghana,Accra,2025-10-02 15:10:19,1232,2,3605.2440698445316,0.07,1,0,1
TXN_04356,CUST_0890,5685.73,NGN,purchase,mobile,food,DEV_03949,197.210.42.69,UK,Accra,2025-10-02 15:15:44,1352,3,6014.709912033123,0.28,1,0,1
TXN_08602,CUST_1919,2342.16,NGN,transfer,POS,clothing,DEV_01493,197.210.114.16,Nigeria,Accra,2025-10-02 15:23:04,962,4,2164.927522436829,0.21,0,0,0
TXN_05716,CUST_1518,2236.72,NGN,purchase,POS,betting,DEV_04930,197.210.246.38,USA,Accra,2025-10-02 15:23:09,614,5,4755.308177494966,0.19,1,0,1
